,actual
2013-12-18 09:40:00,2575.3638
2013-12-18 09:50:00,2680.1406
2013-12-18 10:00:00,2715.6216
2013-12-18 10:10:00,2921.3972
2013-12-18 10:20:00,2777.6829
2013-12-18 10:30:00,2773.9453
2013-12-18 10:40:00,2989.9443
2013-12-18 10:50:00,2846.9407
2013-12-18 11:00:00,2811.032
2013-12-18 11:10:00,3279.4287
2013-12-18 11:20:00,3163.4814
2013-12-18 11:30:00,3015.9001
2013-12-18 11:40:00,3284.274
2013-12-18 11:50:00,3299.7686
2013-12-18 12:00:00,2981.039
2013-12-18 12:10:00,3214.531
2013-12-18 12:20:00,3171.6145
2013-12-18 12:30:00,3339.4688
2013-12-18 12:40:00,3410.1052
2013-12-18 12:50:00,3605.2385
2013-12-18 13:00:00,3426.0022
2013-12-18 13:10:00,3416.0273
2013-12-18 13:20:00,3399.94
2013-12-18 13:30:00,3227.8003
2013-12-18 13:40:00,3338.3108
2013-12-18 13:50:00,3355.9116
2013-12-18 14:00:00,3166.157
2013-12-18 14:10:00,3369.8699
2013-12-18 14:20:00,3113.4395
2013-12-18 14:30:00,3275.3538
2013-12-18 14:40:00,3055.2412
2013-12-18 14:50:00,2968.3508
2013-12-18 15:00:00,2976.4424
2013-12-18 15:10:00,2978.9148
2013-12-18 15:20:00,2843.1062
2013-12-18 15:30:00,2873.2676
2013-12-18 15:40:00,3034.5828
2013-12-18 15:50:00,2952.284
2013-12-18 16:00:00,2992.3245
2013-12-18 16:10:00,3030.435
2013-12-18 16:20:00,2983.1572
2013-12-18 16:30:00,2836.9734
2013-12-18 16:40:00,2978.4666
2013-12-18 16:50:00,3022.2866
2013-12-18 17:00:00,2991.5864
2013-12-18 17:10:00,2801.4204
2013-12-18 17:20:00,2843.474
2013-12-18 17:30:00,2739.0618
2013-12-18 17:40:00,2828.4387
2013-12-18 17:50:00,2639.4653
2013-12-18 18:00:00,2697.9636
2013-12-18 18:10:00,2509.2979
2013-12-18 18:20:00,2373.9258
2013-12-18 18:30:00,2274.8687
2013-12-18 18:40:00,2122.9448
2013-12-18 18:50:00,2104.6553
2013-12-18 19:00:00,1954.2173
2013-12-18 19:10:00,1900.604
2013-12-18 19:20:00,1830.8047
2013-12-18 19:30:00,1645.0164
2013-12-18 19:40:00,1657.5729
2013-12-18 19:50:00,1499.5962
2013-12-18 20:00:00,1415.3047
2013-12-18 20:10:00,1484.5227
2013-12-18 20:20:00,1344.598
2013-12-18 20:30:00,1296.4248
2013-12-18 20:40:00,1235.2767
2013-12-18 20:50:00,1203.8081
2013-12-18 21:00:00,1060.9435
2013-12-18 21:10:00,1170.2113
2013-12-18 21:20:00,993.6036
2013-12-18 21:30:00,968.93866
2013-12-18 21:40:00,1047.5736
2013-12-18 21:50:00,1083.4265
2013-12-18 22:00:00,916.08826
2013-12-18 22:10:00,1061.1027
2013-12-18 22:20:00,863.02856
2013-12-18 22:30:00,815.0375
2013-12-18 22:40:00,800.1888
2013-12-18 22:50:00,839.2511
2013-12-18 23:00:00,747.428
2013-12-18 23:10:00,753.55945
2013-12-18 23:20:00,731.67786
2013-12-18 23:30:00,626.659
2013-12-18 23:40:00,700.3663
2013-12-18 23:50:00,573.64374
2013-12-19 00:00:00,551.97705
2013-12-19 00:10:00,509.2812
2013-12-19 00:20:00,505.8967
2013-12-19 00:30:00,428.34677
2013-12-19 00:40:00,451.18958
2013-12-19 00:50:00,433.8096
2013-12-19 01:00:00,382.50232
2013-12-19 01:10:00,425.52
2013-12-19 01:20:00,422.1245
2013-12-19 01:30:00,365.89777
2013-12-19 01:40:00,390.98126
2013-12-19 01:50:00,364.15405
2013-12-19 02:00:00,346.4092
2013-12-19 02:10:00,363.6704
2013-12-19 02:20:00,336.38782
2013-12-19 02:30:00,334.36816
2013-12-19 02:40:00,341.22464
2013-12-19 02:50:00,362.49945
2013-12-19 03:00:00,318.2502
2013-12-19 03:10:00,352.77246
2013-12-19 03:20:00,335.25732
2013-12-19 03:30:00,325.40125
2013-12-19 03:40:00,332.80957
2013-12-19 03:50:00,322.70392
2013-12-19 04:00:00,294.57678
2013-12-19 04:10:00,348.22983
2013-12-19 04:20:00,315.64874
2013-12-19 04:30:00,298.32684
2013-12-19 04:40:00,366.72327
2013-12-19 04:50:00,309.5078
2013-12-19 05:00:00,294.11905
2013-12-19 05:10:00,335.91272
2013-12-19 05:20:00,328.00903
2013-12-19 05:30:00,307.71188
2013-12-19 05:40:00,398.04947
2013-12-19 05:50:00,327.98383
2013-12-19 06:00:00,329.04965
2013-12-19 06:10:00,384.1742
2013-12-19 06:20:00,277.47937
2013-12-19 06:30:00,274.72568
2013-12-19 06:40:00,325.9572
2013-12-19 06:50:00,334.89874
2013-12-19 07:00:00,386.31302
2013-12-19 07:10:00,424.3793
2013-12-19 07:20:00,477.29263
2013-12-19 07:30:00,715.128
2013-12-19 07:40:00,884.72595
2013-12-19 07:50:00,785.541
2013-12-19 08:00:00,678.9755
2013-12-19 08:10:00,819.5874
2013-12-19 08:20:00,879.01575
2013-12-19 08:30:00,1063.2783
2013-12-19 08:40:00,1343.3223
2013-12-19 08:50:00,1527.7471
2013-12-19 09:00:00,1859.0157
2013-12-19 09:10:00,1937.3192
2013-12-19 09:20:00,2040.3125
2013-12-19 09:30:00,2293.7754
2013-12-19 09:40:00,2391.5417
2013-12-19 09:50:00,2310.987
2013-12-19 10:00:00,2419.8958
2013-12-19 10:10:00,2641.6396
2013-12-19 10:20:00,2614.3938
2013-12-19 10:30:00,2709.8943
2013-12-19 10:40:00,2891.0874
2013-12-19 10:50:00,2683.944
2013-12-19 11:00:00,2721.842
2013-12-19 11:10:00,2922.3672
2013-12-19 11:20:00,2925.5017
2013-12-19 11:30:00,2795.0598
2013-12-19 11:40:00,2981.7651
2013-12-19 11:50:00,2826.9607
2013-12-19 12:00:00,2799.4988
2013-12-19 12:10:00,3123.9639
2013-12-19 12:20:00,3150.144
2013-12-19 12:30:00,3046.8457
2013-12-19 12:40:00,3468.6465
2013-12-19 12:50:00,3090.9265
2013-12-19 13:00:00,3197.6743
2013-12-19 13:10:00,3417.0127
2013-12-19 13:20:00,2906.8584
2013-12-19 13:30:00,3040.7358
2013-12-19 13:40:00,3329.9263
2013-12-19 13:50:00,3320.1157
2013-12-19 14:00:00,3093.6794
2013-12-19 14:10:00,3205.8435
2013-12-19 14:20:00,2994.4028
2013-12-19 14:30:00,2840.9158
2013-12-19 14:40:00,2868.2764
2013-12-19 14:50:00,2783.3262
2013-12-19 15:00:00,2646.1892
2013-12-19 15:10:00,2663.997
2013-12-19 15:20:00,2644.556
2013-12-19 15:30:00,2672.2566
2013-12-19 15:40:00,2697.133
2013-12-19 15:50:00,2690.958
2013-12-19 16:00:00,2776.7083
2013-12-19 16:10:00,2705.3882
2013-12-19 16:20:00,2695.6719
2013-12-19 16:30:00,2693.8853
2013-12-19 16:40:00,2853.3987
2013-12-19 16:50:00,2749.0476
2013-12-19 17:00:00,3048.1582
2013-12-19 17:10:00,3068.6235
2013-12-19 17:20:00,3087.5913
2013-12-19 17:30:00,3060.1064
2013-12-19 17:40:00,2897.2188
2013-12-19 17:50:00,2815.6304
2013-12-19 18:00:00,2529.0251
2013-12-19 18:10:00,2245.4712
2013-12-19 18:20:00,2233.338
2013-12-19 18:30:00,2286.0044
2013-12-19 18:40:00,2205.617
2013-12-19 18:50:00,1936.1973
2013-12-19 19:00:00,1866.63
2013-12-19 19:10:00,1681.9674
2013-12-19 19:20:00,1652.0215
2013-12-19 19:30:00,1538.9087
2013-12-19 19:40:00,1475.5175
2013-12-19 19:50:00,1352.842
2013-12-19 20:00:00,1158.3793
2013-12-19 20:10:00,1261.2252
2013-12-19 20:20:00,1102.8248
2013-12-19 20:30:00,1114.793
2013-12-19 20:40:00,1173.9225
2013-12-19 20:50:00,1068.9015
2013-12-19 21:00:00,939.7295
2013-12-19 21:10:00,1005.54706
2013-12-19 21:20:00,993.1734
2013-12-19 21:30:00,919.0538
2013-12-19 21:40:00,906.56165
2013-12-19 21:50:00,883.32166
2013-12-19 22:00:00,956.2233
2013-12-19 22:10:00,833.2599
2013-12-19 22:20:00,928.9671
2013-12-19 22:30:00,825.77673
2013-12-19 22:40:00,843.0537
2013-12-19 22:50:00,873.6688
2013-12-19 23:00:00,799.69336
2013-12-19 23:10:00,756.8203
2013-12-19 23:20:00,680.18646
2013-12-19 23:30:00,654.8073
2013-12-19 23:40:00,658.9542
2013-12-19 23:50:00,670.3719
2013-12-20 00:00:00,609.7657
2013-12-20 00:10:00,572.6031
2013-12-20 00:20:00,546.62506
2013-12-20 00:30:00,445.53445
2013-12-20 00:40:00,416.4778
2013-12-20 00:50:00,437.19073
2013-12-20 01:00:00,388.0955
2013-12-20 01:10:00,445.26297
2013-12-20 01:20:00,432.44376
2013-12-20 01:30:00,399.51376
2013-12-20 01:40:00,385.19983
2013-12-20 01:50:00,376.388
2013-12-20 02:00:00,302.2584
2013-12-20 02:10:00,334.0398
2013-12-20 02:20:00,321.2563
2013-12-20 02:30:00,274.6669
2013-12-20 02:40:00,295.47778
2013-12-20 02:50:00,303.47922
2013-12-20 03:00:00,269.95355
2013-12-20 03:10:00,264.63657
2013-12-20 03:20:00,304.62817
2013-12-20 03:30:00,258.48502
2013-12-20 03:40:00,254.43987
2013-12-20 03:50:00,292.40668
2013-12-20 04:00:00,244.99835
2013-12-20 04:10:00,281.62976
2013-12-20 04:20:00,310.6495
2013-12-20 04:30:00,270.8539
2013-12-20 04:40:00,288.6706
2013-12-20 04:50:00,311.6656
2013-12-20 05:00:00,340.30853
2013-12-20 05:10:00,257.40024
2013-12-20 05:20:00,263.83505
2013-12-20 05:30:00,236.5824
2013-12-20 05:40:00,278.82315
2013-12-20 05:50:00,284.65662
2013-12-20 06:00:00,254.3376
2013-12-20 06:10:00,276.81293
2013-12-20 06:20:00,281.8144
2013-12-20 06:30:00,239.26897
2013-12-20 06:40:00,286.4895
2013-12-20 06:50:00,352.1236
2013-12-20 07:00:00,332.02835
2013-12-20 07:10:00,333.04712
2013-12-20 07:20:00,385.95535
2013-12-20 07:30:00,387.94476
2013-12-20 07:40:00,561.61523
2013-12-20 07:50:00,627.85767
2013-12-20 08:00:00,701.8379
2013-12-20 08:10:00,829.52094
2013-12-20 08:20:00,994.8754
2013-12-20 08:30:00,1025.4429
2013-12-20 08:40:00,1384.3286
2013-12-20 08:50:00,1571.4777
2013-12-20 09:00:00,1814.9304
2013-12-20 09:10:00,2100.2092
2013-12-20 09:20:00,2204.1826
2013-12-20 09:30:00,2249.3413
2013-12-20 09:40:00,2339.186
2013-12-20 09:50:00,2431.0935
2013-12-20 10:00:00,2359.0095
2013-12-20 10:10:00,2436.4666
2013-12-20 10:20:00,2569.6575
2013-12-20 10:30:00,2629.247
2013-12-20 10:40:00,2746.351
2013-12-20 10:50:00,2668.5205
2013-12-20 11:00:00,2748.2458
2013-12-20 11:10:00,2844.2449
2013-12-20 11:20:00,2771.4475
2013-12-20 11:30:00,2981.7717
2013-12-20 11:40:00,3096.7253
2013-12-20 11:50:00,2980.405
2013-12-20 12:00:00,2922.0234
2013-12-20 12:10:00,3167.6194
2013-12-20 12:20:00,3094.633
2013-12-20 12:30:00,3288.5479
2013-12-20 12:40:00,3428.2273
2013-12-20 12:50:00,3247.3108
2013-12-20 13:00:00,3309.42
2013-12-20 13:10:00,3445.0586
2013-12-20 13:20:00,3121.7588
2013-12-20 13:30:00,3351.352
2013-12-20 13:40:00,3261.4304
2013-12-20 13:50:00,3091.646
2013-12-20 14:00:00,3273.6487
2013-12-20 14:10:00,3073.197
2013-12-20 14:20:00,3069.32
2013-12-20 14:30:00,2959.3398
2013-12-20 14:40:00,3132.4456
2013-12-20 14:50:00,2841.3792
2013-12-20 15:00:00,2857.4458
2013-12-20 15:10:00,2897.928
2013-12-20 15:20:00,2816.034
2013-12-20 15:30:00,2770.7969
2013-12-20 15:40:00,3127.0874
2013-12-20 15:50:00,2878.534
2013-12-20 16:00:00,3007.1934
2013-12-20 16:10:00,2896.5747
2013-12-20 16:20:00,2922.5242
2013-12-20 16:30:00,2883.4846
2013-12-20 16:40:00,2909.8333
2013-12-20 16:50:00,2684.6575
2013-12-20 17:00:00,2849.2988
2013-12-20 17:10:00,2931.2502
2013-12-20 17:20:00,2573.3013
2013-12-20 17:30:00,2515.543
2013-12-20 17:40:00,2507.9436
2013-12-20 17:50:00,2226.535
2013-12-20 18:00:00,2203.5464
2013-12-20 18:10:00,2082.3489
2013-12-20 18:20:00,1719.538
2013-12-20 18:30:00,1901.25
2013-12-20 18:40:00,1769.5541
2013-12-20 18:50:00,1628.4905
2013-12-20 19:00:00,1499.5221
2013-12-20 19:10:00,1488.8444
2013-12-20 19:20:00,1333.2395
2013-12-20 19:30:00,1216.8798
2013-12-20 19:40:00,1138.0107
2013-12-20 19:50:00,1066.633
2013-12-20 20:00:00,1032.1318
2013-12-20 20:10:00,1043.8258
2013-12-20 20:20:00,1009.77686
2013-12-20 20:30:00,895.5723
2013-12-20 20:40:00,914.85645
2013-12-20 20:50:00,885.69586
2013-12-20 21:00:00,917.4472
2013-12-20 21:10:00,873.73114
2013-12-20 21:20:00,781.0957
2013-12-20 21:30:00,800.3652
2013-12-20 21:40:00,801.47546
2013-12-20 21:50:00,840.0715
2013-12-20 22:00:00,769.9396
2013-12-20 22:10:00,678.9203
2013-12-20 22:20:00,827.21454
2013-12-20 22:30:00,803.5616
2013-12-20 22:40:00,721.7792
2013-12-20 22:50:00,781.7198
2013-12-20 23:00:00,704.7132
2013-12-20 23:10:00,847.9294
2013-12-20 23:20:00,711.7118
2013-12-20 23:30:00,733.27405
2013-12-20 23:40:00,672.7558
2013-12-20 23:50:00,650.9423
2013-12-21 00:00:00,660.8228
2013-12-21 00:10:00,704.2963
2013-12-21 00:20:00,598.08527
2013-12-21 00:30:00,612.6435
2013-12-21 00:40:00,574.4144
2013-12-21 00:50:00,538.6332
2013-12-21 01:00:00,506.62985
2013-12-21 01:10:00,487.7432
2013-12-21 01:20:00,479.391
2013-12-21 01:30:00,435.40778
2013-12-21 01:40:00,471.49017
2013-12-21 01:50:00,396.91702
2013-12-21 02:00:00,348.55618
2013-12-21 02:10:00,479.28113
2013-12-21 02:20:00,344.19623
2013-12-21 02:30:00,423.1674
2013-12-21 02:40:00,399.72092
2013-12-21 02:50:00,389.96762
2013-12-21 03:00:00,368.22296
2013-12-21 03:10:00,400.01047
2013-12-21 03:20:00,342.7416
2013-12-21 03:30:00,298.15744
2013-12-21 03:40:00,299.0245
2013-12-21 03:50:00,308.54465
2013-12-21 04:00:00,347.90204
2013-12-21 04:10:00,346.21344
2013-12-21 04:20:00,249.62515
2013-12-21 04:30:00,243.95177
2013-12-21 04:40:00,255.19742
2013-12-21 04:50:00,206.65225
2013-12-21 05:00:00,213.54369
2013-12-21 05:10:00,264.47836
2013-12-21 05:20:00,190.69513
2013-12-21 05:30:00,212.31595
2013-12-21 05:40:00,240.70879
2013-12-21 05:50:00,186.1605
2013-12-21 06:00:00,223.51172
2013-12-21 06:10:00,219.1896
2013-12-21 06:20:00,205.64354
2013-12-21 06:30:00,195.75175
