,actual
2013-12-16 13:10:00,2750.8958
2013-12-16 13:20:00,2822.154
2013-12-16 13:30:00,2701.6877
2013-12-16 13:40:00,2846.5894
2013-12-16 13:50:00,2761.57
2013-12-16 14:00:00,2679.148
2013-12-16 14:10:00,2846.776
2013-12-16 14:20:00,2534.2056
2013-12-16 14:30:00,2814.8188
2013-12-16 14:40:00,2797.125
2013-12-16 14:50:00,2632.9595
2013-12-16 15:00:00,2719.9246
2013-12-16 15:10:00,2737.278
2013-12-16 15:20:00,2688.8132
2013-12-16 15:30:00,2614.5593
2013-12-16 15:40:00,2702.1272
2013-12-16 15:50:00,2748.791
2013-12-16 16:00:00,2634.2102
2013-12-16 16:10:00,2628.3542
2013-12-16 16:20:00,2626.0117
2013-12-16 16:30:00,2563.6248
2013-12-16 16:40:00,2649.9111
2013-12-16 16:50:00,2494.1238
2013-12-16 17:00:00,2457.8
2013-12-16 17:10:00,2545.8594
2013-12-16 17:20:00,2543.695
2013-12-16 17:30:00,2322.1729
2013-12-16 17:40:00,2663.597
2013-12-16 17:50:00,2480.9702
2013-12-16 18:00:00,2258.5442
2013-12-16 18:10:00,2365.5015
2013-12-16 18:20:00,2013.1089
2013-12-16 18:30:00,2151.991
2013-12-16 18:40:00,2143.1855
2013-12-16 18:50:00,2088.3987
2013-12-16 19:00:00,1917.88
2013-12-16 19:10:00,1961.1853
2013-12-16 19:20:00,1886.3074
2013-12-16 19:30:00,1575.9323
2013-12-16 19:40:00,1596.141
2013-12-16 19:50:00,1528.1526
2013-12-16 20:00:00,1413.2109
2013-12-16 20:10:00,1425.4016
2013-12-16 20:20:00,1304.2976
2013-12-16 20:30:00,1109.7107
2013-12-16 20:40:00,1243.8564
2013-12-16 20:50:00,1135.4084
2013-12-16 21:00:00,1075.4208
2013-12-16 21:10:00,1103.3552
2013-12-16 21:20:00,1062.0172
2013-12-16 21:30:00,1051.479
2013-12-16 21:40:00,827.93896
2013-12-16 21:50:00,939.1461
2013-12-16 22:00:00,864.99567
2013-12-16 22:10:00,945.5177
2013-12-16 22:20:00,929.39575
2013-12-16 22:30:00,795.038
2013-12-16 22:40:00,731.85895
2013-12-16 22:50:00,685.2888
2013-12-16 23:00:00,619.82666
2013-12-16 23:10:00,686.6954
2013-12-16 23:20:00,627.1446
2013-12-16 23:30:00,526.67584
2013-12-16 23:40:00,549.4768
2013-12-16 23:50:00,507.38956
2013-12-17 00:00:00,502.82867
2013-12-17 00:10:00,557.64825
2013-12-17 00:20:00,453.33533
2013-12-17 00:30:00,434.28394
2013-12-17 00:40:00,643.6172
2013-12-17 00:50:00,377.2396
2013-12-17 01:00:00,420.13507
2013-12-17 01:10:00,382.49466
2013-12-17 01:20:00,372.3956
2013-12-17 01:30:00,354.82898
2013-12-17 01:40:00,326.95477
2013-12-17 01:50:00,285.24146
2013-12-17 02:00:00,307.27518
2013-12-17 02:10:00,322.3455
2013-12-17 02:20:00,270.39795
2013-12-17 02:30:00,287.36633
2013-12-17 02:40:00,300.23834
2013-12-17 02:50:00,249.70934
2013-12-17 03:00:00,278.10532
2013-12-17 03:10:00,289.59515
2013-12-17 03:20:00,263.2437
2013-12-17 03:30:00,275.8497
2013-12-17 03:40:00,302.6184
2013-12-17 03:50:00,267.39505
2013-12-17 04:00:00,294.62833
2013-12-17 04:10:00,295.62775
2013-12-17 04:20:00,270.77686
2013-12-17 04:30:00,253.19948
2013-12-17 04:40:00,297.35254
2013-12-17 04:50:00,271.64038
2013-12-17 05:00:00,261.4262
2013-12-17 05:10:00,315.23523
2013-12-17 05:20:00,340.9571
2013-12-17 05:30:00,281.91028
2013-12-17 05:40:00,331.3453
2013-12-17 05:50:00,279.85925
2013-12-17 06:00:00,283.4594
2013-12-17 06:10:00,337.38727
2013-12-17 06:20:00,331.45905
2013-12-17 06:30:00,294.91028
2013-12-17 06:40:00,379.76587
2013-12-17 06:50:00,342.52344
2013-12-17 07:00:00,393.1728
2013-12-17 07:10:00,446.57346
2013-12-17 07:20:00,479.6781
2013-12-17 07:30:00,454.89655
2013-12-17 07:40:00,550.1103
2013-12-17 07:50:00,753.2259
2013-12-17 08:00:00,753.5956
2013-12-17 08:10:00,825.61786
2013-12-17 08:20:00,969.22736
2013-12-17 08:30:00,1102.4698
2013-12-17 08:40:00,1151.8214
2013-12-17 08:50:00,1323.192
2013-12-17 09:00:00,1353.7094
2013-12-17 09:10:00,1526.8392
2013-12-17 09:20:00,1520.4929
2013-12-17 09:30:00,1443.8578
2013-12-17 09:40:00,1733.7272
2013-12-17 09:50:00,1723.3817
2013-12-17 10:00:00,1592.9745
2013-12-17 10:10:00,1676.853
2013-12-17 10:20:00,2029.1399
2013-12-17 10:30:00,1878.198
2013-12-17 10:40:00,2047.5851
2013-12-17 10:50:00,2180.4502
2013-12-17 11:00:00,2260.443
2013-12-17 11:10:00,2108.2441
2013-12-17 11:20:00,2238.8875
2013-12-17 11:30:00,2177.5776
2013-12-17 11:40:00,2299.401
2013-12-17 11:50:00,2414.3127
2013-12-17 12:00:00,2392.4526
2013-12-17 12:10:00,2683.2268
2013-12-17 12:20:00,2642.9968
2013-12-17 12:30:00,2447.843
2013-12-17 12:40:00,2542.8635
2013-12-17 12:50:00,2836.1826
2013-12-17 13:00:00,2705.4675
2013-12-17 13:10:00,2972.2612
2013-12-17 13:20:00,3007.2954
2013-12-17 13:30:00,3013.3508
2013-12-17 13:40:00,3133.4563
2013-12-17 13:50:00,2863.8774
2013-12-17 14:00:00,3008.3772
2013-12-17 14:10:00,2890.1208
2013-12-17 14:20:00,2734.4712
2013-12-17 14:30:00,2544.7544
2013-12-17 14:40:00,2736.847
2013-12-17 14:50:00,2691.2998
2013-12-17 15:00:00,2396.3281
2013-12-17 15:10:00,2737.6084
2013-12-17 15:20:00,2477.2888
2013-12-17 15:30:00,2892.6904
2013-12-17 15:40:00,2803.8125
2013-12-17 15:50:00,2902.2224
2013-12-17 16:00:00,2747.3257
2013-12-17 16:10:00,3124.105
2013-12-17 16:20:00,3048.2634
2013-12-17 16:30:00,3095.5198
2013-12-17 16:40:00,3181.4688
2013-12-17 16:50:00,2941.1343
2013-12-17 17:00:00,2902.808
2013-12-17 17:10:00,2714.874
2013-12-17 17:20:00,3030.5002
2013-12-17 17:30:00,2599.4233
2013-12-17 17:40:00,2843.513
2013-12-17 17:50:00,2552.371
2013-12-17 18:00:00,2385.382
2013-12-17 18:10:00,2270.1553
2013-12-17 18:20:00,2145.781
2013-12-17 18:30:00,2272.6868
2013-12-17 18:40:00,2324.8823
2013-12-17 18:50:00,2225.7322
2013-12-17 19:00:00,2236.8975
2013-12-17 19:10:00,2005.5435
2013-12-17 19:20:00,1953.891
2013-12-17 19:30:00,1802.5776
2013-12-17 19:40:00,1852.4196
2013-12-17 19:50:00,1696.9374
2013-12-17 20:00:00,1606.5923
2013-12-17 20:10:00,1590.6039
2013-12-17 20:20:00,1446.0183
2013-12-17 20:30:00,1323.7643
2013-12-17 20:40:00,1351.1809
2013-12-17 20:50:00,1179.2695
2013-12-17 21:00:00,1079.5662
2013-12-17 21:10:00,1028.0624
2013-12-17 21:20:00,1090.8691
2013-12-17 21:30:00,956.1571
2013-12-17 21:40:00,862.8589
2013-12-17 21:50:00,919.1082
2013-12-17 22:00:00,801.89136
2013-12-17 22:10:00,840.02545
2013-12-17 22:20:00,779.9643
2013-12-17 22:30:00,783.5628
2013-12-17 22:40:00,769.18427
2013-12-17 22:50:00,724.5754
2013-12-17 23:00:00,680.99176
2013-12-17 23:10:00,609.1262
2013-12-17 23:20:00,687.94366
2013-12-17 23:30:00,579.22
2013-12-17 23:40:00,560.5221
2013-12-17 23:50:00,585.93774
2013-12-18 00:00:00,543.7737
2013-12-18 00:10:00,489.5595
2013-12-18 00:20:00,539.0693
2013-12-18 00:30:00,504.443
2013-12-18 00:40:00,474.9078
2013-12-18 00:50:00,456.41156
2013-12-18 01:00:00,410.78296
2013-12-18 01:10:00,379.65802
2013-12-18 01:20:00,401.63037
2013-12-18 01:30:00,409.86038
2013-12-18 01:40:00,410.02414
2013-12-18 01:50:00,413.1298
2013-12-18 02:00:00,381.0714
2013-12-18 02:10:00,370.31766
2013-12-18 02:20:00,391.41586
2013-12-18 02:30:00,339.14832
2013-12-18 02:40:00,343.98822
2013-12-18 02:50:00,354.6266
2013-12-18 03:00:00,349.94174
2013-12-18 03:10:00,357.09317
2013-12-18 03:20:00,353.47437
2013-12-18 03:30:00,323.44745
2013-12-18 03:40:00,330.19568
2013-12-18 03:50:00,333.8312
2013-12-18 04:00:00,349.34024
2013-12-18 04:10:00,332.18362
2013-12-18 04:20:00,342.7267
2013-12-18 04:30:00,374.74506
2013-12-18 04:40:00,368.85327
2013-12-18 04:50:00,359.95996
2013-12-18 05:00:00,320.06473
2013-12-18 05:10:00,361.5439
2013-12-18 05:20:00,344.93466
2013-12-18 05:30:00,401.58304
2013-12-18 05:40:00,397.4719
2013-12-18 05:50:00,396.86322
2013-12-18 06:00:00,346.3754
2013-12-18 06:10:00,356.57953
2013-12-18 06:20:00,357.7288
2013-12-18 06:30:00,379.6343
2013-12-18 06:40:00,361.912
2013-12-18 06:50:00,413.2211
2013-12-18 07:00:00,403.95444
2013-12-18 07:10:00,471.12317
2013-12-18 07:20:00,481.8742
2013-12-18 07:30:00,486.94028
2013-12-18 07:40:00,624.4269
2013-12-18 07:50:00,638.6378
2013-12-18 08:00:00,813.0423
2013-12-18 08:10:00,815.51215
2013-12-18 08:20:00,925.6145
2013-12-18 08:30:00,986.8481
2013-12-18 08:40:00,1024.8683
2013-12-18 08:50:00,1120.7278
2013-12-18 09:00:00,1329.3274
2013-12-18 09:10:00,1298.2369
2013-12-18 09:20:00,1384.4584
2013-12-18 09:30:00,1469.436
2013-12-18 09:40:00,1578.1362
2013-12-18 09:50:00,1854.7711
2013-12-18 10:00:00,1918.0593
2013-12-18 10:10:00,1979.1547
2013-12-18 10:20:00,1986.4985
2013-12-18 10:30:00,2171.3086
2013-12-18 10:40:00,2056.8528
2013-12-18 10:50:00,2273.655
2013-12-18 11:00:00,2399.374
2013-12-18 11:10:00,2414.5999
2013-12-18 11:20:00,2517.3289
2013-12-18 11:30:00,2686.7637
2013-12-18 11:40:00,2631.3564
2013-12-18 11:50:00,2698.8044
2013-12-18 12:00:00,2644.4453
2013-12-18 12:10:00,2527.1484
2013-12-18 12:20:00,2794.06
2013-12-18 12:30:00,2793.752
2013-12-18 12:40:00,2745.2158
2013-12-18 12:50:00,2864.419
2013-12-18 13:00:00,3068.5156
2013-12-18 13:10:00,3000.1797
2013-12-18 13:20:00,3004.658
2013-12-18 13:30:00,3191.4485
2013-12-18 13:40:00,3207.1082
2013-12-18 13:50:00,3051.9421
2013-12-18 14:00:00,3178.2046
2013-12-18 14:10:00,3111.8794
2013-12-18 14:20:00,2973.613
2013-12-18 14:30:00,3023.979
2013-12-18 14:40:00,2870.2234
2013-12-18 14:50:00,2810.9236
2013-12-18 15:00:00,2524.715
2013-12-18 15:10:00,2665.3467
2013-12-18 15:20:00,2788.0576
2013-12-18 15:30:00,2690.2427
2013-12-18 15:40:00,2476.0344
2013-12-18 15:50:00,2679.1199
2013-12-18 16:00:00,2502.6753
2013-12-18 16:10:00,2525.0532
2013-12-18 16:20:00,2681.9226
2013-12-18 16:30:00,2889.6282
2013-12-18 16:40:00,2542.5159
2013-12-18 16:50:00,2753.3704
2013-12-18 17:00:00,2676.2473
2013-12-18 17:10:00,2600.922
2013-12-18 17:20:00,2616.2778
2013-12-18 17:30:00,2503.0154
2013-12-18 17:40:00,2491.4087
2013-12-18 17:50:00,2464.9946
2013-12-18 18:00:00,2273.4153
2013-12-18 18:10:00,2249.7036
2013-12-18 18:20:00,2227.0051
2013-12-18 18:30:00,2196.086
2013-12-18 18:40:00,1929.9333
2013-12-18 18:50:00,1906.7806
2013-12-18 19:00:00,1933.2943
2013-12-18 19:10:00,1699.9932
2013-12-18 19:20:00,1720.3448
2013-12-18 19:30:00,1700.0228
2013-12-18 19:40:00,1523.4856
2013-12-18 19:50:00,1568.3333
2013-12-18 20:00:00,1453.8414
2013-12-18 20:10:00,1269.3866
2013-12-18 20:20:00,1161.6351
2013-12-18 20:30:00,1171.1189
2013-12-18 20:40:00,991.7398
2013-12-18 20:50:00,957.08075
2013-12-18 21:00:00,985.3857
2013-12-18 21:10:00,816.4783
2013-12-18 21:20:00,850.4735
2013-12-18 21:30:00,817.6907
2013-12-18 21:40:00,688.85065
2013-12-18 21:50:00,702.4695
2013-12-18 22:00:00,753.86127
2013-12-18 22:10:00,676.85645
2013-12-18 22:20:00,758.3573
2013-12-18 22:30:00,652.5494
2013-12-18 22:40:00,640.0536
2013-12-18 22:50:00,634.6242
2013-12-18 23:00:00,604.5951
2013-12-18 23:10:00,545.23456
2013-12-18 23:20:00,540.5254
2013-12-18 23:30:00,593.64
2013-12-18 23:40:00,579.179
2013-12-18 23:50:00,502.68198
2013-12-19 00:00:00,536.72876
2013-12-19 00:10:00,487.20523
2013-12-19 00:20:00,436.39023
2013-12-19 00:30:00,456.98666
2013-12-19 00:40:00,429.72488
2013-12-19 00:50:00,370.90134
2013-12-19 01:00:00,435.60614
2013-12-19 01:10:00,394.7007
2013-12-19 01:20:00,400.94308
2013-12-19 01:30:00,427.43805
2013-12-19 01:40:00,336.43256
2013-12-19 01:50:00,365.2895
2013-12-19 02:00:00,346.52133
2013-12-19 02:10:00,342.67114
2013-12-19 02:20:00,320.30676
2013-12-19 02:30:00,328.14258
2013-12-19 02:40:00,280.11807
2013-12-19 02:50:00,335.46817
2013-12-19 03:00:00,298.21442
2013-12-19 03:10:00,309.2171
2013-12-19 03:20:00,300.12256
2013-12-19 03:30:00,246.72475
2013-12-19 03:40:00,276.32565
2013-12-19 03:50:00,262.11307
2013-12-19 04:00:00,270.27988
2013-12-19 04:10:00,252.87465
2013-12-19 04:20:00,251.35564
2013-12-19 04:30:00,252.64908
2013-12-19 04:40:00,252.2801
2013-12-19 04:50:00,271.09418
2013-12-19 05:00:00,250.35619
2013-12-19 05:10:00,284.96732
2013-12-19 05:20:00,278.65344
2013-12-19 05:30:00,234.95042
2013-12-19 05:40:00,278.24277
2013-12-19 05:50:00,274.403
2013-12-19 06:00:00,246.9415
2013-12-19 06:10:00,316.2096
2013-12-19 06:20:00,317.4206
2013-12-19 06:30:00,308.83353
2013-12-19 06:40:00,312.58328
2013-12-19 06:50:00,378.32358
2013-12-19 07:00:00,398.94138
2013-12-19 07:10:00,383.52548
2013-12-19 07:20:00,505.4137
2013-12-19 07:30:00,487.4411
2013-12-19 07:40:00,513.9205
2013-12-19 07:50:00,644.89886
2013-12-19 08:00:00,664.45844
2013-12-19 08:10:00,682.46765
2013-12-19 08:20:00,738.4892
2013-12-19 08:30:00,748.6995
2013-12-19 08:40:00,879.4211
2013-12-19 08:50:00,1059.6798
2013-12-19 09:00:00,1205.6598
2013-12-19 09:10:00,1294.0133
2013-12-19 09:20:00,1403.5647
2013-12-19 09:30:00,1366.8352
2013-12-19 09:40:00,1410.3505
2013-12-19 09:50:00,1500.0518
2013-12-19 10:00:00,1631.4614
2013-12-19 10:10:00,1594.8406
2013-12-19 10:20:00,1743.9664
2013-12-19 10:30:00,1792.1636
2013-12-19 10:40:00,1852.2518
2013-12-19 10:50:00,1815.0078
2013-12-19 11:00:00,1953.0441
2013-12-19 11:10:00,1898.2078
2013-12-19 11:20:00,1932.6768
2013-12-19 11:30:00,2083.847
2013-12-19 11:40:00,2171.0342
2013-12-19 11:50:00,2265.2751
2013-12-19 12:00:00,2178.181
2013-12-19 12:10:00,2262.1306
2013-12-19 12:20:00,2150.6257
2013-12-19 12:30:00,2270.9177
2013-12-19 12:40:00,2441.9106
2013-12-19 12:50:00,2547.372
2013-12-19 13:00:00,2549.3325
2013-12-19 13:10:00,2767.8403
2013-12-19 13:20:00,2683.886
2013-12-19 13:30:00,2711.2275
2013-12-19 13:40:00,2517.5942
2013-12-19 13:50:00,2742.8965
2013-12-19 14:00:00,2650.2075
2013-12-19 14:10:00,2467.6526
2013-12-19 14:20:00,2606.0078
2013-12-19 14:30:00,2583.6455
2013-12-19 14:40:00,2529.9768
2013-12-19 14:50:00,2546.6702
2013-12-19 15:00:00,2376.3787
2013-12-19 15:10:00,2511.2966
2013-12-19 15:20:00,2380.6892
2013-12-19 15:30:00,2496.92
2013-12-19 15:40:00,2670.8054
2013-12-19 15:50:00,2527.7153
2013-12-19 16:00:00,2489.7966
2013-12-19 16:10:00,2740.8386
2013-12-19 16:20:00,2435.4739
2013-12-19 16:30:00,2455.3765
2013-12-19 16:40:00,2387.403
2013-12-19 16:50:00,2405.84
2013-12-19 17:00:00,2422.1628
2013-12-19 17:10:00,2372.235
2013-12-19 17:20:00,2159.3252
2013-12-19 17:30:00,2137.347
2013-12-19 17:40:00,2231.637
2013-12-19 17:50:00,2189.936
2013-12-19 18:00:00,2123.9602
2013-12-19 18:10:00,2123.451
2013-12-19 18:20:00,1877.5533
2013-12-19 18:30:00,2125.435
2013-12-19 18:40:00,2092.7607
2013-12-19 18:50:00,1824.8811
2013-12-19 19:00:00,1729.0023
2013-12-19 19:10:00,1680.3955
2013-12-19 19:20:00,1606.5754
2013-12-19 19:30:00,1626.3037
2013-12-19 19:40:00,1547.6588
2013-12-19 19:50:00,1395.2604
2013-12-19 20:00:00,1390.3671
2013-12-19 20:10:00,1230.7985
2013-12-19 20:20:00,1114.6783
2013-12-19 20:30:00,1020.2102
2013-12-19 20:40:00,942.3615
2013-12-19 20:50:00,842.16235
2013-12-19 21:00:00,718.43134
2013-12-19 21:10:00,781.4337
2013-12-19 21:20:00,700.1835
2013-12-19 21:30:00,728.15845
2013-12-19 21:40:00,701.60626
2013-12-19 21:50:00,737.4238
2013-12-19 22:00:00,640.25195
2013-12-19 22:10:00,642.98505
2013-12-19 22:20:00,583.51904
2013-12-19 22:30:00,631.582
2013-12-19 22:40:00,589.14966
2013-12-19 22:50:00,559.72516
2013-12-19 23:00:00,568.67993
2013-12-19 23:10:00,518.35443
2013-12-19 23:20:00,516.46484
2013-12-19 23:30:00,506.92117
2013-12-19 23:40:00,482.3108
2013-12-19 23:50:00,465.71014
2013-12-20 00:00:00,525.8392
2013-12-20 00:10:00,489.60336
2013-12-20 00:20:00,372.1817
2013-12-20 00:30:00,404.69742
2013-12-20 00:40:00,391.80353
2013-12-20 00:50:00,297.08508
2013-12-20 01:00:00,363.3345
2013-12-20 01:10:00,311.23398
2013-12-20 01:20:00,304.2302
2013-12-20 01:30:00,292.2712
2013-12-20 01:40:00,266.19818
2013-12-20 01:50:00,241.73764
2013-12-20 02:00:00,268.45358
2013-12-20 02:10:00,255.58801
2013-12-20 02:20:00,255.26366
2013-12-20 02:30:00,247.74217
2013-12-20 02:40:00,261.45126
2013-12-20 02:50:00,212.55832
2013-12-20 03:00:00,225.63673
2013-12-20 03:10:00,253.41428
2013-12-20 03:20:00,224.57256
2013-12-20 03:30:00,224.44083
2013-12-20 03:40:00,250.79286
2013-12-20 03:50:00,213.31396
2013-12-20 04:00:00,220.35384
2013-12-20 04:10:00,226.84929
2013-12-20 04:20:00,201.8171
2013-12-20 04:30:00,205.79384
2013-12-20 04:40:00,235.06807
2013-12-20 04:50:00,192.8713
2013-12-20 05:00:00,216.31819
2013-12-20 05:10:00,236.10062
2013-12-20 05:20:00,207.19698
2013-12-20 05:30:00,252.64702
2013-12-20 05:40:00,243.07234
2013-12-20 05:50:00,206.34781
2013-12-20 06:00:00,246.4004
2013-12-20 06:10:00,231.74612
2013-12-20 06:20:00,241.9884
2013-12-20 06:30:00,240.64299
2013-12-20 06:40:00,296.80536
2013-12-20 06:50:00,303.16022
2013-12-20 07:00:00,369.727
2013-12-20 07:10:00,364.43896
2013-12-20 07:20:00,412.51233
2013-12-20 07:30:00,379.6234
2013-12-20 07:40:00,429.28006
2013-12-20 07:50:00,670.184
2013-12-20 08:00:00,684.615
2013-12-20 08:10:00,693.4316
2013-12-20 08:20:00,856.236
2013-12-20 08:30:00,789.6416
2013-12-20 08:40:00,935.70966
2013-12-20 08:50:00,1030.2852
2013-12-20 09:00:00,1220.1327
2013-12-20 09:10:00,1237.1398
2013-12-20 09:20:00,1306.8204
2013-12-20 09:30:00,1387.7256
2013-12-20 09:40:00,1409.9806
2013-12-20 09:50:00,1643.7428
2013-12-20 10:00:00,1689.272
2013-12-20 10:10:00,1596.9042
2013-12-20 10:20:00,1671.0422
2013-12-20 10:30:00,1595.8232
2013-12-20 10:40:00,1878.9929
2013-12-20 10:50:00,1986.6232
2013-12-20 11:00:00,1975.8967
2013-12-20 11:10:00,1999.3616
2013-12-20 11:20:00,2245.8918
2013-12-20 11:30:00,2462.2507
2013-12-20 11:40:00,2270.8691
2013-12-20 11:50:00,2222.1091
2013-12-20 12:00:00,2357.3289
2013-12-20 12:10:00,2275.7559
2013-12-20 12:20:00,2439.717
2013-12-20 12:30:00,2526.545
2013-12-20 12:40:00,2346.09
2013-12-20 12:50:00,2470.7983
2013-12-20 13:00:00,2650.6477
2013-12-20 13:10:00,2598.8079
2013-12-20 13:20:00,2632.6096
2013-12-20 13:30:00,2461.2249
2013-12-20 13:40:00,2746.582
2013-12-20 13:50:00,2632.105
2013-12-20 14:00:00,2633.7168
2013-12-20 14:10:00,2568.3616
2013-12-20 14:20:00,2618.5422
2013-12-20 14:30:00,2665.7302
2013-12-20 14:40:00,2900.3713
2013-12-20 14:50:00,2662.662
2013-12-20 15:00:00,2651.5898
2013-12-20 15:10:00,2596.0818
2013-12-20 15:20:00,2519.1433
2013-12-20 15:30:00,2734.37
2013-12-20 15:40:00,2823.1987
2013-12-20 15:50:00,2617.3066
2013-12-20 16:00:00,2674.8655
2013-12-20 16:10:00,2548.0388
2013-12-20 16:20:00,2558.9575
2013-12-20 16:30:00,2391.4993
2013-12-20 16:40:00,2764.4683
2013-12-20 16:50:00,2595.302
2013-12-20 17:00:00,2626.2993
2013-12-20 17:10:00,2673.3784
2013-12-20 17:20:00,2455.5234
2013-12-20 17:30:00,2262.6887
2013-12-20 17:40:00,2273.0955
2013-12-20 17:50:00,2120.3896
2013-12-20 18:00:00,2335.0261
2013-12-20 18:10:00,2156.2874
2013-12-20 18:20:00,2015.8969
2013-12-20 18:30:00,2134.4438
2013-12-20 18:40:00,1919.2556
2013-12-20 18:50:00,1839.2903
2013-12-20 19:00:00,1951.7673
2013-12-20 19:10:00,1644.7551
2013-12-20 19:20:00,1486.1348
2013-12-20 19:30:00,1693.2423
2013-12-20 19:40:00,1344.2495
2013-12-20 19:50:00,1241.1987
2013-12-20 20:00:00,1227.9813
2013-12-20 20:10:00,1140.5073
2013-12-20 20:20:00,1019.1906
2013-12-20 20:30:00,927.6131
2013-12-20 20:40:00,860.2623
2013-12-20 20:50:00,789.0069
2013-12-20 21:00:00,744.62024
2013-12-20 21:10:00,782.2459
2013-12-20 21:20:00,736.78107
2013-12-20 21:30:00,696.86
2013-12-20 21:40:00,733.6609
2013-12-20 21:50:00,721.8335
2013-12-20 22:00:00,662.12854
2013-12-20 22:10:00,703.31415
2013-12-20 22:20:00,637.8367
2013-12-20 22:30:00,693.2207
2013-12-20 22:40:00,601.387
2013-12-20 22:50:00,664.32275
2013-12-20 23:00:00,564.0374
2013-12-20 23:10:00,487.8661
2013-12-20 23:20:00,539.56445
2013-12-20 23:30:00,738.7418
2013-12-20 23:40:00,1177.4384
2013-12-20 23:50:00,832.1246
2013-12-21 00:00:00,696.6468
2013-12-21 00:10:00,505.417
2013-12-21 00:20:00,790.2082
2013-12-21 00:30:00,458.1687
2013-12-21 00:40:00,404.18
2013-12-21 00:50:00,392.979
2013-12-21 01:00:00,361.36307
2013-12-21 01:10:00,361.5745
2013-12-21 01:20:00,322.63083
2013-12-21 01:30:00,308.55063
2013-12-21 01:40:00,308.66302
2013-12-21 01:50:00,316.9625
2013-12-21 02:00:00,297.1868
2013-12-21 02:10:00,320.12656
2013-12-21 02:20:00,315.64932
2013-12-21 02:30:00,277.5032
2013-12-21 02:40:00,282.7768
2013-12-21 02:50:00,296.1383
2013-12-21 03:00:00,279.48264
2013-12-21 03:10:00,274.27963
2013-12-21 03:20:00,257.2602
2013-12-21 03:30:00,250.54742
2013-12-21 03:40:00,319.1933
2013-12-21 03:50:00,255.39021
2013-12-21 04:00:00,269.69437
2013-12-21 04:10:00,265.03293
2013-12-21 04:20:00,273.5162
2013-12-21 04:30:00,287.6533
2013-12-21 04:40:00,283.76547
2013-12-21 04:50:00,275.07043
2013-12-21 05:00:00,292.82037
2013-12-21 05:10:00,332.5462
2013-12-21 05:20:00,310.3698
2013-12-21 05:30:00,288.39502
2013-12-21 05:40:00,300.36313
2013-12-21 05:50:00,302.14236
2013-12-21 06:00:00,321.63306
2013-12-21 06:10:00,279.65805
2013-12-21 06:20:00,313.6889
2013-12-21 06:30:00,313.98743
2013-12-21 06:40:00,310.84875
